ID_Date;Lab_code;Laboratory;Age14C;SD14C;Date_type;Delta_13C;delta_13C_deviation;Measurement_note_Bratislava;Country;District;Civil_parish;Civil_parish_ID;Local_part;Site_name;Site_ID;Site_note;Context_name;Context_type;Context_structure;Activity_CZ;Activity_ENG;Site_category_CZ;Site_category_ENG;Context_dating;Contex_dating_AMCR;Dating_error;Description_of_dating_error;Context_note;Sample_name;Sample_material;Sample_species;Sample_note;Primary_Source;Secondary_Source;Latitude_WGS84;Longitude_WGS84;Localisation_accuracy
CzArch_322;OxA-15427;OxA;6280;38;conv. 14C BP;-19.08;;;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;22/75;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture;ne.lin;n;;inhumation;22/75;bone / tooth;Homo sapiens;35-45 years female;Dočkalová M: Anthropology of the Neolithic Population from Vedrovice. Anthropologie. International Journal of the Science of Man 46 2008 239-315.;Bratislava;49.019242;16.365804;site
CzArch_323;OxA-15428;OxA;6253;36;conv. 14C BP;-19.42;;;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;31/76;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture;ne.lin;n;;inhumation;31/76;bone / tooth;Homo sapiens;female adult;Dočkalová M: Anthropology of the Neolithic Population from Vedrovice. Anthropologie. International Journal of the Science of Man 46 2008 239-315.;Bratislava;49.019242;16.365804;site
CzArch_324;OxA-15429;OxA;6268;37;conv. 14C BP;-19.3;;;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;72/79;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture phase Ib (CZ);ne.lin;n;;inhumation;72/79;bone / tooth;Homo sapiens;30-40 years female;Dočkalová M: Anthropology of the Neolithic Population from Vedrovice. Anthropologie. International Journal of the Science of Man 46 2008 239-315.;Bratislava;49.019242;16.365804;site
CzArch_325;OxA-15430;OxA;6407;37;conv. 14C BP;-19.45;;sample - duplicate of sample under measurement OxA-15362.;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;90/80;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture;ne.lin;y;sample duplicate;inhumation;90/80;bone / tooth;Homo sapiens;female adult;Dočkalová M: Anthropology of the Neolithic Population from Vedrovice. Anthropologie. International Journal of the Science of Man 46 2008 239-315.;Bratislava;49.019242;16.365804;site
CzArch_326;OxA-15431;OxA;6224;36;conv. 14C BP;-19.21;;;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;96/80;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture;ne.lin;n;;inhumation;96/80;bone / tooth;Homo sapiens;child 3-5 years;Dočkalová M: Anthropology of the Neolithic Population from Vedrovice. Anthropologie. International Journal of the Science of Man 46 2008 239-315.;Bratislava;49.019242;16.365804;site
CzArch_327;OxA-15432;OxA;6108;36;conv. 14C BP;-19.05;;sample - duplicate of sample under measurement OxA-15433.;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;50/77;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture phase IIa (CZ);ne.lin;y;sample duplicate;inhumation;50/77;bone / tooth;Homo sapiens;male adult;Dočkalová M: Anthropology of the Neolithic Population from Vedrovice. Anthropologie. International Journal of the Science of Man 46 2008 239-315.;Bratislava;49.019242;16.365804;site
CzArch_328;OxA-15433;OxA;6069;36;conv. 14C BP;-19.01;;sample - duplicate of sample under measurement OxA-15432. in Pettitt - Hedges 2008 fig. 2c incorrect date 6089 ± 36 BP - correct date was confirmed from Oxford database via e-mail communication with Ch. Ramsey Oxford;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;50/77;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture phase IIa (CZ);ne.lin;y;sample duplicate;inhumation;50/77;bone / tooth;Homo sapiens;male adult;Dočkalová M: Anthropology of the Neolithic Population from Vedrovice. Anthropologie. International Journal of the Science of Man 46 2008 239-315. Pettitt P. & Hedges R. The Age of the Vedrovice Cemetery: the AMS Radiocarbon Dating Programme. Anthropologie (Brno) XLVI 125–134 (2008).;Bratislava;49.019242;16.365804;site
CzArch_329;OxA-15553;OxA;6410;65;conv. 14C BP;-20.18;;;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;feature 179/3 2D 0-20 2000;unspecified feature;;unpublished;unpublished;unpublished;unpublished;Linear Pottery Culture;ne.lin;n;;;179/3;bone / tooth;undetermined animal bone;;Dočkalová M: Anthropology of the Neolithic Population from Vedrovice. Anthropologie. International Journal of the Science of Man 46 2008 239-315.;Bratislava;49.019242;16.365804;site
CzArch_330;OxA-15700;OxA;4630;45;conv. 14C BP;-24.5;;-245;CZ;Praha-západ;Tuchoměřice;771341;;Za špýcharem;205;;feature 173;grain pit;;síd;settlement;sídliště;settlement;Řivnáč Culture;en.riv;n;;hillfort, grain pit;sample T1;grain;Triticum dicoccum;charred grain;Sankot P. - Zápotocký P: Eneolitický sídlištní areál (jordanovská a řivnáčská kultura) s kruhovým objektem - rondelem v Tuchoměřicích okr. Praha-západ. Památky archeologické 102 2011 59-116. (Page 1 109);Bratislava;50.137785;14.273039;site
CzArch_331;OxA-15757;OxA;5286;36;conv. 14C BP;-23.5;;;CZ;Praha-západ;Tuchoměřice;771341;;Za špýcharem;205;;feature 13/4;clay pit;;síd;settlement;sídliště;settlement;Jordanów Culture;en.jor;n;;hillfort, clay pit;sample T2;grain;Triticum dicoccum;charred grain;Sankot P. - Zápotocký P: Eneolitický sídlištní areál (jordanovská a řivnáčská kultura) s kruhovým objektem - rondelem v Tuchoměřicích okr. Praha-západ. Památky archeologické 102 2011 59-116. (Page 1 109);Bratislava;50.137785;14.273039;site
CzArch_332;OxA-15797;OxA;4316;36;conv. 14C BP;-22.3;;;CZ;Praha-západ;Tuchoměřice;771341;;Za špýcharem;205;;feature 12;clay pit;;síd;settlement;sídliště;settlement;Řivnáč Culture;en.riv;n;;hillfort, clay pit;sample T4;grain;Triticum dicoccum;charred grain;Sankot P. - Zápotocký P: Eneolitický sídlištní areál (jordanovská a řivnáčská kultura) s kruhovým objektem - rondelem v Tuchoměřicích okr. Praha-západ. Památky archeologické 102 2011 59-116. (Page 1 109);Bratislava;50.137785;14.273039;site
CzArch_333;OxA-16617;OxA;6240;45;conv. 14C BP;-18.88;;;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;54/78;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture phase Ib1 (CZ);ne.lin;n;;inhumation;54/78;bone / tooth;Homo sapiens;male 20-25 years;Dočkalová M: Anthropology of the Neolithic Population from Vedrovice. Anthropologie. International Journal of the Science of Man 46 2008 239-315.;Bratislava;49.019242;16.365804;site
CzArch_334;OxA-16618;OxA;6251;39;conv. 14C BP;-19;;;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;66/78;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture phase IIa (CZ);ne.lin;n;;inhumation;66/78;bone / tooth;Homo sapiens;male 30-35 years;Dočkalová M: Anthropology of the Neolithic Population from Vedrovice. Anthropologie. International Journal of the Science of Man 46 2008 239-315.;Bratislava;49.019242;16.365804;site
CzArch_335;OxA-16619;OxA;6169;38;conv. 14C BP;-19.27;;;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;73/79;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture;ne.lin;n;;inhumation;73/79;bone / tooth;Homo sapiens;male 20-25 years;Dočkalová M: Anthropology of the Neolithic Population from Vedrovice. Anthropologie. International Journal of the Science of Man 46 2008 239-315.;Bratislava;49.019242;16.365804;site
CzArch_336;OxA-16620;OxA;6289;37;conv. 14C BP;-18.88;;;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;75/79;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture;ne.lin;n;;inhumation;75/79;bone / tooth;Homo sapiens;25-35 years female;Dočkalová M: Anthropology of the Neolithic Population from Vedrovice. Anthropologie. International Journal of the Science of Man 46 2008 239-315.;Bratislava;49.019242;16.365804;site
CzArch_337;OxA-16621;OxA;6244;40;conv. 14C BP;-19.18;;;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;79/79;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture phase Ib1 (CZ);ne.lin;n;;inhumation;79/79;bone / tooth;Homo sapiens;was born and have lived last 10-20 years of his life in coastal regions had marine dietmale 30 years;Zvelebil M. - Pettitt P: Human Condition Life and Death at an Early Neolithic Settlement: Bioarchaeological Analyses of the Vedrovice Cemetery and Their Biosocial Implications for the Spread of Agriculture in Central Europe. Anthropologie. International Journal of the Science of Man 46 2008 195-218. (Page 211);Bratislava;49.019242;16.365804;site
CzArch_338;OxA-16622;OxA;6250;40;conv. 14C BP;-18.63;;;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;82/79;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture;ne.lin;n;;inhumation;82/79;bone / tooth;Homo sapiens;was born locally male 50-60 years;Zvelebil M. - Pettitt P: Human Condition Life and Death at an Early Neolithic Settlement: Bioarchaeological Analyses of the Vedrovice Cemetery and Their Biosocial Implications for the Spread of Agriculture in Central Europe. Anthropologie. International Journal of the Science of Man 46 2008 195-218. (Page 212);Bratislava;49.019242;16.365804;site
CzArch_339;OxA-16623;OxA;6297;38;conv. 14C BP;-19.36;;;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;84/80;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture;ne.lin;n;;inhumation;84/80;bone / tooth;Homo sapiens;child 9 years;Dočkalová M: Anthropology of the Neolithic Population from Vedrovice. Anthropologie. International Journal of the Science of Man 46 2008 239-315.;Bratislava;49.019242;16.365804;site
CzArch_340;OxA-16624;OxA;6226;37;conv. 14C BP;-19.06;;;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;93a/80;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture;ne.lin;n;;inhumation. grave 93;93a/80;bone / tooth;Homo sapiens;female with newborn female 18-25 years;Dočkalová M: Anthropology of the Neolithic Population from Vedrovice. Anthropologie. International Journal of the Science of Man 46 2008 239-315.;Bratislava;49.019242;16.365804;site
CzArch_341;OxA-16625;OxA;6195;35;conv. 14C BP;-19.42;;;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;102/81;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture;ne.lin;n;;inhumation;102/81;bone / tooth;Homo sapiens;she was born in mountains of north Bohemia/Moravia in young adulthood moved to Vedrovice area had a diet similar to hunter-gatherers?;Zvelebil M. - Pettitt P: Human Condition Life and Death at an Early Neolithic Settlement: Bioarchaeological Analyses of the Vedrovice Cemetery and Their Biosocial Implications for the Spread of Agriculture in Central Europe. Anthropologie. International Journal of the Science of Man 46 2008 195-218. (Page 210);Bratislava;49.019242;16.365804;site
CzArch_342;OxA-16626;OxA;6249;36;conv. 14C BP;-19.06;;;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;104/81;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture;ne.lin;n;;inhumation;104/81;bone / tooth;Homo sapiens;female more than 50 years;Dočkalová M: Anthropology of the Neolithic Population from Vedrovice. Anthropologie. International Journal of the Science of Man 46 2008 239-315.;Bratislava;49.019242;16.365804;site
CzArch_343;OxA-16627;OxA;6220;36;conv. 14C BP;-19.33;;;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;105/81;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture;ne.lin;n;;inhumation;105/81;bone / tooth;Homo sapiens;human bone female 16-18 years;Dočkalová M: Anthropology of the Neolithic Population from Vedrovice. Anthropologie. International Journal of the Science of Man 46 2008 239-315.;Bratislava;49.019242;16.365804;site
CzArch_344;OxA-16628;OxA;6125;37;conv. 14C BP;-19.28;;the same sample as measurement OxA-16629;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;107/82;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture;ne.lin;n;;inhumation;107/82;bone / tooth;Homo sapiens;human bone female 18-20 years;Dočkalová M: Anthropology of the Neolithic Population from Vedrovice. Anthropologie. International Journal of the Science of Man 46 2008 239-315.;Bratislava;49.019242;16.365804;site
CzArch_345;OxA-16629;OxA;6175;37;conv. 14C BP;-19.26;;the same sample as measurement OxA-16628;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;107/82;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture;ne.lin;y;sample duplicate;inhumation;107/82;bone / tooth;Homo sapiens;human bone female 18-20 years;Dočkalová M: Anthropology of the Neolithic Population from Vedrovice. Anthropologie. International Journal of the Science of Man 46 2008 239-315.;Bratislava;49.019242;16.365804;site
CzArch_346;OxA-16650;OxA;6299;35;conv. 14C BP;-18.81;;;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;15/75;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture phase Ib1 (CZ);ne.lin;n;;inhumation;15/75;bone / tooth;Homo sapiens;male 35-40 years;Zvelebil M. - Pettitt P: Human Condition Life and Death at an Early Neolithic Settlement: Bioarchaeological Analyses of the Vedrovice Cemetery and Their Biosocial Implications for the Spread of Agriculture in Central Europe. Anthropologie. International Journal of the Science of Man 46 2008 195-218. (Page 210);Bratislava;49.019242;16.365804;site
CzArch_347;OxA-16651;OxA;6164;35;conv. 14C BP;-19.43;;;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;16/75;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture;ne.lin;n;;inhumation;16/75;bone / tooth;Homo sapiens;child 3-4 years;Dočkalová M: Anthropology of the Neolithic Population from Vedrovice. Anthropologie. International Journal of the Science of Man 46 2008 239-315.;Bratislava;49.019242;16.365804;site
CzArch_348;OxA-16652;OxA;6248;35;conv. 14C BP;-19.29;;sample - duplicate of sample under measurement OxA-16653.;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;48/77;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture;ne.lin;n;;inhumation;48/77;bone / tooth;Homo sapiens;had vegetable diet with healthy portion of meat on a regular basis. spent her life in region surrounding Vedrovice  female 18-20 years;Zvelebil M. - Pettitt P: Human Condition Life and Death at an Early Neolithic Settlement: Bioarchaeological Analyses of the Vedrovice Cemetery and Their Biosocial Implications for the Spread of Agriculture in Central Europe. Anthropologie. International Journal of the Science of Man 46 2008 195-218. (Page 210);Bratislava;49.019242;16.365804;site
CzArch_349;OxA-16653;OxA;6290;37;conv. 14C BP;-19.3;;sample - duplicate of sample under measurement OxA-16652.;CZ;Znojmo;Vedrovice;777536;;Široká u lesa;284;former village Zábrdovice;48/77;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture;ne.lin;y;sample duplicate;inhumation;48/77;bone / tooth;Homo sapiens;had vegetable diet with healthy portion of meat on a regular basis. spent her life in region surrounding Vedrovice  female 18-20 years;Zvelebil M. - Pettitt P: Human Condition Life and Death at an Early Neolithic Settlement: Bioarchaeological Analyses of the Vedrovice Cemetery and Their Biosocial Implications for the Spread of Agriculture in Central Europe. Anthropologie. International Journal of the Science of Man 46 2008 195-218. (Page 210);Bratislava;49.019242;16.365804;site
CzArch_350;OxA-18493;OxA;4317;30;conv. 14C BP;-25.57;;originally assigned to Magdalénian - redeposition of Holocene charcoal in Palaeolithic artifacts layer?;CZ;Šumperk;Loštice;686883;;;238;;;cultural layer;;int;intrusion;nález v druh.p.;secondary find;Early Aeneolithic;en.ca;y;possible contamination;Palaeolithic, grain pit;;charcoal;Alnus glutinosa/Carpinus;;Neruda P. - Nerudová Z. - Čulíková V: Loštice I - Kozí vrch. Magdalénienská stanice v horním Pomoraví. Časopis Moravského Muzea / Acta Musei Moraviae 94 2009 39-64. (Page 4 56);Bratislava;49.728926;16.923002;site
CzArch_351;P-1902;P;3080;60;conv. 14C BP;;;;CZ;Litoměřice;Chodouny;652121;;;135;;7;grave;burial;poh;burial;pohřebiště;burial ground;Lusatian Culture Reinecke BD;br.luz;n;;cremation urn grave;sample 2;charcoal;unpublished;;Lawn B: University of Pennsylvania Radiocarbon Dates XVIII. Radiocarbon 17 1975 196-215. (Page 196);Bratislava;50.475226;14.261661;parish
CzArch_352;P-1904;P;3000;50;conv. 14C BP;;;;CZ;Mladá Boleslav;Mnichovo Hradiště;697575;Dneboh;Hrada;151;;300g;pit;;síd;settlement;unpublished;unpublished;Lusatian Culture Late Bronze Age;br.m-p;n;;Lusatian culture (Late phase Late-Final Bronze Age);sample 4;charcoal;unpublished;;Lawn B: University of Pennsylvania Radiocarbon Dates XVIII. Radiocarbon 17 1975 196-215. (Page 197);Bratislava;50.520717;14.975192;parish
CzArch_353;P-1905;P;3030;60;conv. 14C BP;;;;CZ;Mladá Boleslav;Mnichovo Hradiště;697575;Dneboh;Hrada;151;;355;pit;;síd;settlement;unpublished;unpublished;Lusatian Culture Late Bronze Age;br.m-p;n;;Lusatian culture (Late phase Late-Final Bronze Age);sample 5;charcoal;unpublished;;Lawn B: University of Pennsylvania Radiocarbon Dates XVIII. Radiocarbon 17 1975 196-215. (Page 197);Bratislava;50.520717;14.975192;parish
CzArch_354;P-1906;P;3050;50;conv. 14C BP;;;;CZ;Louny;Radonice nad Ohří;718289;Radonice nad Ohří;;141;;feature 1/61;pit;;síd;settlement;unpublished;unpublished;Knovíz Culture;br.kno;n;;storage pit;sample 6;charcoal;unpublished;;Lawn B: University of Pennsylvania Radiocarbon Dates XVIII. Radiocarbon 17 1975 196-215. (Page 197);Bratislava;50.372206;13.921059;parish
CzArch_355;P-1907;P;2730;60;conv. 14C BP;;;;CZ;Chomutov;Chbany;650722;Vikletice;;87;;hut 23;unspecified feature;house;síd;settlement;sídliště;settlement;Štítary Culture Reinecke HB2;br.sti;n;;;sample 7;charcoal;unpublished;;Lawn B: University of Pennsylvania Radiocarbon Dates XVIII. Radiocarbon 17 1975 196-215. (Page 197);Bratislava;50.331987;13.433744;parish
CzArch_356;P-1908;P;3010;40;conv. 14C BP;;;;CZ;Písek;Protivín;733857;;;183;"in publication the site is misnamed as ""Provotín""";barrow 1;grave;burial;poh;burial;pohřebiště;burial ground;Hallstatt Culture Reinecke HD early phase;ha.d;n;;chamber grave inhumation sample from western part of grave chamber - from uncharred beam;sample 8;charcoal;unpublished;;Lawn B: University of Pennsylvania Radiocarbon Dates XVIII. Radiocarbon 17 1975 196-215. (Page 198);Bratislava;49.204302;14.210112;parish
CzArch_357;P-1909;P;2220;60;conv. 14C BP;;;;CZ;Písek;Protivín;733857;;;183;"in publication the site is misnamed as ""Provotín""";barrow 1;grave;burial;poh;burial;pohřebiště;burial ground;Hallstatt Culture Reinecke HD early phase;ha.d;n;;chamber grave inhumation sample from charred beam in north-eastern corner of grave chamber;sample 9;charcoal;unpublished;;Lawn B: University of Pennsylvania Radiocarbon Dates XVIII. Radiocarbon 17 1975 196-215. (Page 198);Bratislava;49.204302;14.210112;parish
CzArch_358;P-1910;P;1150;50;conv. 14C BP;;;date problematic - due to possible contamination of sample?;CZ;Plzeň-sever;Manětín;691496;;Hrádek;188;;80;grave;burial;poh;burial;pohřebiště;burial ground;Hallstatt Culture Reinecke HD early phase;ha.d;y;possible contamination;barrow sample (charcoal) found among stones surrounding barrow grave;sample 10;charcoal;unpublished;;Lawn B: University of Pennsylvania Radiocarbon Dates XVIII. Radiocarbon 17 1975 196-215. (Page 198);Bratislava;49.987252;13.226517;parish
CzArch_359;P-1913;P;2630;60;conv. 14C BP;;;;CZ;Plzeň-sever;Manětín;691496;;Hrádek;188;;164;grave;burial;poh;burial;pohřebiště;burial ground;Hallstatt Culture Reinecke HD late phase;ha.d;n;;cremation grave fill of grave pit;sample 13;charcoal;unpublished;;Lawn B: University of Pennsylvania Radiocarbon Dates XVIII. Radiocarbon 17 1975 196-215. (Page 198);Bratislava;49.987252;13.226517;parish
CzArch_360;P-1914;P;2550;50;conv. 14C BP;;;;CZ;Plzeň-sever;Manětín;691496;;Hrádek;188;;173;grave;burial;poh;burial;pohřebiště;burial ground;Hallstatt Culture Reinecke HD late phase;ha.d;n;;cremation;sample 14;charcoal;unpublished;;Lawn B: University of Pennsylvania Radiocarbon Dates XVIII. Radiocarbon 17 1975 196-215. (Page 198);Bratislava;49.987252;13.226517;parish
CzArch_361;P-1915;P;1560;50;conv. 14C BP;;;expected age was Iron Age - Hallstatt D - La Tène A;CZ;Chomutov;Kadaň;661686;;Jezerka;88;;12;pit;;síd;settlement;unpublished;unpublished;Hallstatt Culture HD Early La Tène Period LA;ha.dla;y;unexpected date;fill of the pit ca 1m below modern surface;sample 16;charcoal;unpublished;;Lawn B: University of Pennsylvania Radiocarbon Dates XVIII. Radiocarbon 17 1975 196-215. (Page 199);Bratislava;50.381408;13.276978;parish
CzArch_362;P-1916;P;2430;50;conv. 14C BP;;;;CZ;Chomutov;Kadaň;661686;;Jezerka;88;;house 13;unspecified feature;house;síd;settlement;unpublished;unpublished;Hallstatt Culture HD Early La Tène Period LA;ha.dla;n;;ca 14m below modern surface;sample 17;charcoal;unpublished;;Lawn B: University of Pennsylvania Radiocarbon Dates XVIII. Radiocarbon 17 1975 196-215. (Page 199);Bratislava;50.381408;13.276978;parish
CzArch_363;unpublished;Poz;2985;35;conv. 14C BP;;;;CZ;Hradec Králové;Obědovice;674168;;Obědovice I;85;;feature 71;grain pit;;síd;settlement;sídliště;settlement;Lusatian Culture Late Bronze Age;br.luz;n;;filling of the pit, grain pit;;charcoal;unpublished;;Kalferst J. - Thér R. - Tichý R: Velkoplošný výzkum v Obědovicích u Hradce Králové. Živá archeologie. (Re)konstrukce a experiment v archeologii 7 2006 67-71. (Page 70);Bratislava;50.158078;15.582127;parish
CzArch_364;unpublished;Poz;2985;30;conv. 14C BP;;;;CZ;Hradec Králové;Obědovice;674168;;Obědovice I;85;;feature 70;grain pit;;síd;settlement;sídliště;settlement;Lusatian Culture Late Bronze Age;br.luz;n;;filling of the pit, grain pit;;charcoal;unpublished;;Kalferst J. - Thér R. - Tichý R: Velkoplošný výzkum v Obědovicích u Hradce Králové. Živá archeologie. (Re)konstrukce a experiment v archeologii 7 2006 67-71. (Page 70);Bratislava;50.158078;15.582127;parish
CzArch_365;unpublished;Poz;3045;30;conv. 14C BP;;;;CZ;Hradec Králové;Obědovice;674168;;Obědovice I;85;;feature 81;grain pit;;síd;settlement;sídliště;settlement;Lusatian Culture Late Bronze Age;br.luz;n;;filling of the pit, grain pit;;charcoal;unpublished;;Kalferst J. - Thér R. - Tichý R: Velkoplošný výzkum v Obědovicích u Hradce Králové. Živá archeologie. (Re)konstrukce a experiment v archeologii 7 2006 67-71. (Page 70);Bratislava;50.158078;15.582127;parish
CzArch_366;unpublished;Poz;3075;30;conv. 14C BP;;;;CZ;Hradec Králové;Obědovice;674168;;Obědovice I;85;;feature 232;grain pit;;síd;settlement;sídliště;settlement;Lusatian Culture Late Bronze Age;br.luz;n;;filling of the pit, grain pit;;charcoal;unpublished;;Kalferst J. - Thér R. - Tichý R: Velkoplošný výzkum v Obědovicích u Hradce Králové. Živá archeologie. (Re)konstrukce a experiment v archeologii 7 2006 67-71. (Page 70);Bratislava;50.158078;15.582127;parish
CzArch_367;unpublished;Poz;2435;35;conv. 14C BP;;;;CZ;Chrudim;Tuněchody;771465;;;94;;feature 41/03;grain pit;;síd;settlement;sídliště;settlement;La Tène Period LB2 late phase;la.b;n;;grain pit;;charcoal;unpublished;;Tichý R. - Thér R. - Papineschi J: Tuněchody: jedno neobvyklé pohřebiště a sídliště z pravěku. Živá archeologie. (Re)konstrukce a experiment v archeologii 7 2006 55-61. (Page 59);Bratislava;49.982117;15.838323;parish
CzArch_368;unpublished;Poz;2455;30;conv. 14C BP;;;;CZ;Chrudim;Tuněchody;771465;;;94;;feature 33/03;grain pit;;síd;settlement;sídliště;settlement;La Tène Period LB2 late phase;la.b;n;;grain pit;;charcoal;unpublished;;Tichý R. - Thér R. - Papineschi J: Tuněchody: jedno neobvyklé pohřebiště a sídliště z pravěku. Živá archeologie. (Re)konstrukce a experiment v archeologii 7 2006 55-61. (Page 59);Bratislava;49.982117;15.838323;parish
CzArch_375;Poz-33145;Poz;5850;40;conv. 14C BP;;;;CZ;Znojmo;Kyjovice;678554;;Sutny;270;site known as Těšetice-Kyjovice;feature 738;pit;;síd;settlement;sídliště;settlement;Lengyel Culture;ne.len;n;;different horizon as sample nr. Tesetice 0.738/09 loc 06 2009 excavation;Tesetice 0.738/09 loc 18;charcoal;unpublished;;Kuča M. - Trampota F. - Kazdová E. - Prokeš L. - Petřík J. - Kolář J. - Fajkošová Z: Kyjovice (okr. Znojmo). Přehled výzkumů 51 2010 315-318. (Page 1 317);Bratislava;48.899323;16.135684;site
CzArch_376;Poz-33144;Poz;5950;50;conv. 14C BP;;;;CZ;Znojmo;Kyjovice;678554;;Sutny;270;site known as Těšetice-Kyjovice;feature 738;pit;;síd;settlement;sídliště;settlement;Lengyel Culture;ne.len;n;;different horizon as sample nr. Tesetice 0.738/09 loc 18. 2009 excavation;Tesetice 0.738/09 loc 06;charcoal;unpublished;;Kuča M. - Trampota F. - Kazdová E. - Prokeš L. - Petřík J. - Kolář J. - Fajkošová Z: Kyjovice (okr. Znojmo). Přehled výzkumů 51 2010 315-318. (Page 1 317);Bratislava;48.899323;16.135684;site
CzArch_377;unpublished;Poz;6080;40;conv. 14C BP;;;;CZ;Znojmo;Vedrovice;777536;;Za dvorem;284;former village Zábrdovice;11/74;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture;ne.lin;n;;inhumation;Vedrovice 11/1974;bone / tooth;Homo sapiens;;Dočkalová M: Anthropology of the Neolithic Population from Vedrovice. Anthropologie. International Journal of the Science of Man 46 2008 239-315. (Figure 7);Bratislava;49.016175;16.371435;site
CzArch_378;unpublished;Poz;6120;40;conv. 14C BP;;;;CZ;Znojmo;Vedrovice;777536;;Za dvorem;284;former village Zábrdovice;3/66;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture;ne.lin;n;;inhumation;Vedrovice 3/1966;bone / tooth;Homo sapiens;;Dočkalová M: Anthropology of the Neolithic Population from Vedrovice. Anthropologie. International Journal of the Science of Man 46 2008 239-315. (Figure 7);Bratislava;49.016175;16.371435;site
CzArch_379;unpublished;Poz;6130;40;conv. 14C BP;;;;CZ;Znojmo;Vedrovice;777536;;Za dvorem;284;former village Zábrdovice;2/63;grave;burial;poh;burial;pohřebiště;burial ground;Linear Pottery Culture;ne.lin;n;;inhumation;Vedrovice 2/1963;bone / tooth;Homo sapiens;;Dočkalová M: Anthropology of the Neolithic Population from Vedrovice. Anthropologie. International Journal of the Science of Man 46 2008 239-315. (Figure 7);Bratislava;49.016175;16.371435;site
